name;address_country;address_city;address_full;contact_phone;contact_fax;contact_website;juridicInfos_nature;juridicInfos_creationYear;juridicInfos_juridicForm;juridicInfos_activity;juridicInfos_capital;juridicInfos_effectif;Logo_link;products_0;products_1;products_2;products_3;dirigeants_0_name;dirigeants_0_funtion;dirigeants_1_name;dirigeants_1_funtion;dirigeants_2_name;dirigeants_2_funtion;dirigeants_3_name;dirigeants_3_funtion;dirigeants_4_name;dirigeants_4_funtion;dirigeants_5_name;dirigeants_5_funtion;dirigeants_6_name;dirigeants_6_funtion;dirigeants_7_name;dirigeants_7_funtion;partner_0_name;partner_0_type;partner_1_name;partner_1_type;partner_2_name;partner_2_type;partner_3_name;partner_3_type;partner_4_name;partner_4_type;partner_5_name;partner_5_type;partner_6_name;partner_6_type;partner_7_name;partner_7_type;partner_8_name;partner_8_type;partner_9_name;partner_9_type;partner_10_name;partner_10_type
Retailigent Solutions, LLC;;;;;;http://retailigentsolutions.com;;;;;;;;;;;;;;;;;;;;;;;;;;;;SAS;;;;;;;;;;;;;;;;;;;;;
Revenue Solutions, Inc.;;;;;;http://www.revenuesolutionsinc.com;;;;;;;;;;;;;;;;;;;;;;;;;;;;SAS;;;;;;;;;;;;;;;;;;;;;
Revville Technology Limited;;;;;;https://revville.com/;;;;;;;;;;;;;;;;;;;;;;;;;;;;SAS;;;;;;;;;;;;;;;;;;;;;
Rg19;;;;;;http://www.rg19.se;;;;;;;;;;;;;;;;;;;;;;;;;;;;SAS;;;;;;;;;;;;;;;;;;;;;
Risclarion Ltd;;;;;;https://www.f6s.com/risclarionlimited;;;;;;;;;;;;;;;;;;;;;;;;;;;;SAS;;;;;;;;;;;;;;;;;;;;;
Rise Technology Consulting;;;;;;http://www.rise-me.com;;;;;;;;;;;;;;;;;;;;;;;;;;;;SAS;;;;;;;;;;;;;;;;;;;;;
RISK Company ZAO;;;;;;mailto:AdilaN@risk.az;;;;;;;;;;;;;;;;;;;;;;;;;;;;SAS;;;;;;;;;;;;;;;;;;;;;
RISK Company ZAO;;;;;;http://www.risk.az;;;;;;;;;;;;;;;;;;;;;;;;;;;;SAS;;;;;;;;;;;;;;;;;;;;;
Risktech FZ LLC;;;;;;http://www.risktek.co;;;;;;;;;;;;;;;;;;;;;;;;;;;;SAS;;;;;;;;;;;;;;;;;;;;;
RKe Technology;;;;;;http://rke.com.sa;;;;;;;;;;;;;;;;;;;;;;;;;;;;SAS;;;;;;;;;;;;;;;;;;;;;
ROAD TO DATA CONSULTING SL.;;;;;;http://roadtodata.com/ ;;;;;;;;;;;;;;;;;;;;;;;;;;;;SAS;;;;;;;;;;;;;;;;;;;;;
Ronglian Group Ltd.;;;;;;mailto:huangwei02@ronglian.com;;;;;;;;;;;;;;;;;;;;;;;;;;;;SAS;;;;;;;;;;;;;;;;;;;;;
Ronglian Group Ltd.;;;;;;http://www.ronglian.com/;;;;;;;;;;;;;;;;;;;;;;;;;;;;SAS;;;;;;;;;;;;;;;;;;;;;
Route1partners DBA Riskthought;;;;;;http://riskthought.com;;;;;;;;;;;;;;;;;;;;;;;;;;;;SAS;;;;;;;;;;;;;;;;;;;;;
RSK Consulting SAC (Peru);;;;;;http://www.rskconsulting.pe;;;;;;;;;;;;;;;;;;;;;;;;;;;;SAS;;;;;;;;;;;;;;;;;;;;;
RTC Digital Technologies LLC;;;;;;https://www.rtk-it.ru;;;;;;;;;;;;;;;;;;;;;;;;;;;;SAS;;;;;;;;;;;;;;;;;;;;;
RTP Technology Corp.;;;;;;http://www.rtptech.com;;;;;;;;;;;;;;;;;;;;;;;;;;;;SAS;;;;;;;;;;;;;;;;;;;;;
RXP Services Limited;;;;;;http://www.rxpservices.com.au;;;;;;;;;;;;;;;;;;;;;;;;;;;;SAS;;;;;;;;;;;;;;;;;;;;;
Rymedi;;;;;;http://www.rymedi.com/;;;;;;;;;;;;;;;;;;;;;;;;;;;;SAS;;;;;;;;;;;;;;;;;;;;;
Ryzklytix Consulting Solutions FZC;;;;;;http://www.ryzklytix.com;;;;;;;;;;;;;;;;;;;;;;;;;;;;SAS;;;;;;;;;;;;;;;;;;;;;
s IT Solutions AT Spardat GmbH;;;;;;http://www.s-itsolutions.at;;;;;;;;;;;;;;;;;;;;;;;;;;;;SAS;;;;;;;;;;;;;;;;;;;;;
S&T Romania;;;;;;http://www.snt.ro;;;;;;;;;;;;;;;;;;;;;;;;;;;;SAS;;;;;;;;;;;;;;;;;;;;;
S&T Services Polska Sp. z o.o.;;;;;;http://www.snt.pl;;;;;;;;;;;;;;;;;;;;;;;;;;;;SAS;;;;;;;;;;;;;;;;;;;;;
S&T Slovenija dd;;;;;;http://www.snt.si;;;;;;;;;;;;;;;;;;;;;;;;;;;;SAS;;;;;;;;;;;;;;;;;;;;;
Sade Yazilim Ve Danismanlik SI;;;;;;http://www.sadeyazilim.com;;;;;;;;;;;;;;;;;;;;;;;;;;;;SAS;;;;;;;;;;;;;;;;;;;;;
Samsung Opto-Electronics America, Inc. dba Hanwha Techwin;;;;;;https://www.hanwhasecurity.com/;;;;;;;;;;;;;;;;;;;;;;;;;;;;SAS;;;;;;;;;;;;;;;;;;;;;
SANTER REPLY S.p.A.;;;;;;http://www.reply.eu/it/;;;;;;;;;;;;;;;;;;;;;;;;;;;;SAS;;;;;;;;;;;;;;;;;;;;;
Saracus Consulting AG;;;;;;http://www.saracus.com;;;;;;;;;;;;;;;;;;;;;;;;;;;;SAS;;;;;;;;;;;;;;;;;;;;;
SAVANE DATA;;;;;;https://www.linkedin.com/company/savane-data;;;;;;;;;;;;;;;;;;;;;;;;;;;;SAS;;;;;;;;;;;;;;;;;;;;;
SBI Consulting;;;;;;http://www.sbiconsulting.be;;;;;;;;;;;;;;;;;;;;;;;;;;;;SAS;;;;;;;;;;;;;;;;;;;;;
SBS Info Systems LLC;;;;;;http://www.sbsinfosystems.com;;;;;;;;;;;;;;;;;;;;;;;;;;;;SAS;;;;;;;;;;;;;;;;;;;;;
SCAI LAB SRL;;;;;;http://www.grupposcai.it/;;;;;;;;;;;;;;;;;;;;;;;;;;;;SAS;;;;;;;;;;;;;;;;;;;;;
Scalable Systems Inc;;;;;;http://scalable-systems.com;;;;;;;;;;;;;;;;;;;;;;;;;;;;SAS;;;;;;;;;;;;;;;;;;;;;
Scalesology, LLC;;;;;;https://www.scalesology.com/;;;;;;;;;;;;;;;;;;;;;;;;;;;;SAS;;;;;;;;;;;;;;;;;;;;;
SCC SA;;;;;;http://www.scc.com;;;;;;;;;;;;;;;;;;;;;;;;;;;;SAS;;;;;;;;;;;;;;;;;;;;;
Scheper.Co Engineering & Consulting;;;;;;http://www.scheper.co;;;;;;;;;;;;;;;;;;;;;;;;;;;;SAS;;;;;;;;;;;;;;;;;;;;;
Scheper.Co Engineering & Consulting (AT);;;;;;https://www.scheper.co;;;;;;;;;;;;;;;;;;;;;;;;;;;;SAS;;;;;;;;;;;;;;;;;;;;;
Scinteco Gmbh;;;;;;https://www.scinteco.com;;;;;;;;;;;;;;;;;;;;;;;;;;;;SAS;;;;;;;;;;;;;;;;;;;;;
SCS Expert Sp. z o.o.;;;;;;http://scsexpert.com;;;;;;;;;;;;;;;;;;;;;;;;;;;;SAS;;;;;;;;;;;;;;;;;;;;;
SCSK Corp;;;;;;http://www.scsk.jp;;;;;;;;;;;;;;;;;;;;;;;;;;;;SAS;;;;;;;;;;;;;;;;;;;;;
SDG CONSULTING ITALIA S.P.A.;;;;;;http://www.sdggroup.com;;;;;;;;;;;;;;;;;;;;;;;;;;;;SAS;;;;;;;;;;;;;;;;;;;;;
SE Planning Co Ltd;;;;;;http://www.seplanning.co.jp;;;;;;;;;;;;;;;;;;;;;;;;;;;;SAS;;;;;;;;;;;;;;;;;;;;;
Seer Consulting Company Limited;;;;;;http://seer-consulting.com;;;;;;;;;;;;;;;;;;;;;;;;;;;;SAS;;;;;;;;;;;;;;;;;;;;;
Semantiq SA de CV;;;;;;http://www.semantiq.com.mx;;;;;;;;;;;;;;;;;;;;;;;;;;;;SAS;;;;;;;;;;;;;;;;;;;;;
Semcasting, Inc  (formerly Genalytics);;;;;;http://www.semcasting.com;;;;;;;;;;;;;;;;;;;;;;;;;;;;SAS;;;;;;;;;;;;;;;;;;;;;
Serrala Cloud Solutions GmbH;;;;;;https://crm.serrala.com/;;;;;;;;;;;;;;;;;;;;;;;;;;;;SAS;;;;;;;;;;;;;;;;;;;;;
Servian Pty Ltd;;;;;;http://www.servian.com;;;;;;;;;;;;;;;;;;;;;;;;;;;;SAS;;;;;;;;;;;;;;;;;;;;;
Servicios Especializados de Consultoria En Transformación Digital (Flexware);;;;;;mailto:estalin.martinez@flexware.mx;;;;;;;;;;;;;;;;;;;;;;;;;;;;SAS;;;;;;;;;;;;;;;;;;;;;
Servicios Especializados de Consultoria En Transformación Digital (Flexware);;;;;;https://flexware.mx;;;;;;;;;;;;;;;;;;;;;;;;;;;;SAS;;;;;;;;;;;;;;;;;;;;;
Seven of Nine;;;;;;http://www.sevenofninesystems.com;;;;;;;;;;;;;;;;;;;;;;;;;;;;SAS;;;;;;;;;;;;;;;;;;;;;
Sextant Consulting;;;;;;http://sextant-consulting.eu/;;;;;;;;;;;;;;;;;;;;;;;;;;;;SAS;;;;;;;;;;;;;;;;;;;;;
Sferanet Srl;;;;;;http://www.sferaspa.com/;;;;;;;;;;;;;;;;;;;;;;;;;;;;SAS;;;;;;;;;;;;;;;;;;;;;
SGS Statistical Services, LLC;;;;;;http://www.sgsstat.com;;;;;;;;;;;;;;;;;;;;;;;;;;;;SAS;;;;;;;;;;;;;;;;;;;;;
Shanghai DataCVG Co Ltd;;;;;;http://www.datacvg.com;;;;;;;;;;;;;;;;;;;;;;;;;;;;SAS;;;;;;;;;;;;;;;;;;;;;
Shared Business BV;;;;;;http://sharedbusiness.nl;;;;;;;;;;;;;;;;;;;;;;;;;;;;SAS;;;;;;;;;;;;;;;;;;;;;
SHI INTERNATIONAL SAS;;;;;;http://www.shi.com;;;;;;;;;;;;;;;;;;;;;;;;;;;;SAS;;;;;;;;;;;;;;;;;;;;;
Shin-Nihon Computer Management KK;;;;;;http://www.sin-nihon.com;;;;;;;;;;;;;;;;;;;;;;;;;;;;SAS;;;;;;;;;;;;;;;;;;;;;
SI Management (fka Savant Analytics);;;;;;http://www.savantAnalytics.net;;;;;;;;;;;;;;;;;;;;;;;;;;;;SAS;;;;;;;;;;;;;;;;;;;;;
SIF Americas (Paraguay);;;;;;http://www.sif.com.py;;;;;;;;;;;;;;;;;;;;;;;;;;;;SAS;;;;;;;;;;;;;;;;;;;;;
Sigma Technology Group AB;;;;;;mailto:jonas.tillstrom@sigmatechnology.se;;;;;;;;;;;;;;;;;;;;;;;;;;;;SAS;;;;;;;;;;;;;;;;;;;;;
Sigma Technology Group AB;;;;;;https://sigmatechnology.se/digital/;;;;;;;;;;;;;;;;;;;;;;;;;;;;SAS;;;;;;;;;;;;;;;;;;;;;
SII Sp. z o.o.;;;;;;http://sii.pl/;;;;;;;;;;;;;;;;;;;;;;;;;;;;SAS;;;;;;;;;;;;;;;;;;;;;
SINNETIC SAS;;;;;;http://www.sinnetic.com;;;;;;;;;;;;;;;;;;;;;;;;;;;;SAS;;;;;;;;;;;;;;;;;;;;;
Sino Credit;;;;;;http://www.sino-credit.net;;;;;;;;;;;;;;;;;;;;;;;;;;;;SAS;;;;;;;;;;;;;;;;;;;;;
Sintec SA de CV;;;;;;http://www.sintec.com;;;;;;;;;;;;;;;;;;;;;;;;;;;;SAS;;;;;;;;;;;;;;;;;;;;;
SIRIS;;;;;;http://www.siris-advisory.com/;;;;;;;;;;;;;;;;;;;;;;;;;;;;SAS;;;;;;;;;;;;;;;;;;;;;
SISTEMI & AUTOMAZIONE SRL;;;;;;https://sealink.it/;;;;;;;;;;;;;;;;;;;;;;;;;;;;SAS;;;;;;;;;;;;;;;;;;;;;
SISTEMI TERRITORIALI S.r.l.;;;;;;http://www.sister.it;;;;;;;;;;;;;;;;;;;;;;;;;;;;SAS;;;;;;;;;;;;;;;;;;;;;
Sistemia Solutions Srl;;;;;;http://www.sistemia.net;;;;;;;;;;;;;;;;;;;;;;;;;;;;SAS;;;;;;;;;;;;;;;;;;;;;
Sistemia SpA (dupe);;;;;;http://www.sistemia.net;;;;;;;;;;;;;;;;;;;;;;;;;;;;SAS;;;;;;;;;;;;;;;;;;;;;
Slalom, LLC;;;;;;http://www.slalom.com;;;;;;;;;;;;;;;;;;;;;;;;;;;;SAS;;;;;;;;;;;;;;;;;;;;;
Sm22 Tech;;;;;;http://www.sm22.com.br;;;;;;;;;;;;;;;;;;;;;;;;;;;;SAS;;;;;;;;;;;;;;;;;;;;;
Smart Data Pty Ltd;;;;;;http://www.smartd.com.au;;;;;;;;;;;;;;;;;;;;;;;;;;;;SAS;;;;;;;;;;;;;;;;;;;;;
Smart Decision Consulting Ltda;;;;;;http://www.sdconsulting.com.br;;;;;;;;;;;;;;;;;;;;;;;;;;;;SAS;;;;;;;;;;;;;;;;;;;;;
Smart Logistics International, S.A;;;;;;http://www.smart-logistics.net/;;;;;;;;;;;;;;;;;;;;;;;;;;;;SAS;;;;;;;;;;;;;;;;;;;;;
SMP AG;;;;;;http://www.smp-ag.de;;;;;;;;;;;;;;;;;;;;;;;;;;;;SAS;;;;;;;;;;;;;;;;;;;;;
SnappyBits;;;;;;http://www.snappybits.com/;;;;;;;;;;;;;;;;;;;;;;;;;;;;SAS;;;;;;;;;;;;;;;;;;;;;
Snergy Consulting;;;;;;http://snergyconsulting.com;;;;;;;;;;;;;;;;;;;;;;;;;;;;SAS;;;;;;;;;;;;;;;;;;;;;
Soft Computing;;;;;;http://www.softcomputing.com;;;;;;;;;;;;;;;;;;;;;;;;;;;;SAS;;;;;;;;;;;;;;;;;;;;;
SoftCat Ltd;;;;;;http://www.softcat.com;;;;;;;;;;;;;;;;;;;;;;;;;;;;SAS;;;;;;;;;;;;;;;;;;;;;
Softlab S.p.A.;;;;;;http://www.soft.it;;;;;;;;;;;;;;;;;;;;;;;;;;;;SAS;;;;;;;;;;;;;;;;;;;;;
Softlyze LLC;;;;;;http://www.softlyze.com/;;;;;;;;;;;;;;;;;;;;;;;;;;;;SAS;;;;;;;;;;;;;;;;;;;;;
Software Estratégico (Colombia);;;;;;http://www.softwareestrategico.com;;;;;;;;;;;;;;;;;;;;;;;;;;;;SAS;;;;;;;;;;;;;;;;;;;;;
SOFTWAREONE FRANCE SAS;;;;;;http://www.softwareone.com;;;;;;;;;;;;;;;;;;;;;;;;;;;;SAS;;;;;;;;;;;;;;;;;;;;;
SOGETI BELGIUM;;;;;;http://www.sogeti.be;;;;;;;;;;;;;;;;;;;;;;;;;;;;SAS;;;;;;;;;;;;;;;;;;;;;
Solace Systems;;;;;;http://www.solace.com;;;;;;;;;;;;;;;;;;;;;;;;;;;;SAS;;;;;;;;;;;;;;;;;;;;;
SOLADIS;;;;;;http://www.soladis.fr;;;;;;;;;;;;;;;;;;;;;;;;;;;;SAS;;;;;;;;;;;;;;;;;;;;;
Soladis GmbH;;;;;;http://www.soladis.com;;;;;;;;;;;;;;;;;;;;;;;;;;;;SAS;;;;;;;;;;;;;;;;;;;;;
Solideo Systems Co., Ltd.;;;;;;http://solideos.com;;;;;;;;;;;;;;;;;;;;;;;;;;;;SAS;;;;;;;;;;;;;;;;;;;;;
Solita Oy;;;;;;http://www.solita.fi;;;;;;;;;;;;;;;;;;;;;;;;;;;;SAS;;;;;;;;;;;;;;;;;;;;;
Soluciones Software Inteligente, SA;;;;;;http://www.soluciones-si.com;;;;;;;;;;;;;;;;;;;;;;;;;;;;SAS;;;;;;;;;;;;;;;;;;;;;
Solution Design Team;;;;;;http://www.solutiondesignteam.com;;;;;;;;;;;;;;;;;;;;;;;;;;;;SAS;;;;;;;;;;;;;;;;;;;;;
Solvistas Deutschland GmbH;;;;;;http://www.solvistas.at;;;;;;;;;;;;;;;;;;;;;;;;;;;;SAS;;;;;;;;;;;;;;;;;;;;;
Solvistas GmbH;;;;;;http://www.solvistas.at;;;;;;;;;;;;;;;;;;;;;;;;;;;;SAS;;;;;;;;;;;;;;;;;;;;;
Sonda Chile;;;;;;http://www.sonda.com;;;;;;;;;;;;;;;;;;;;;;;;;;;;SAS;;;;;;;;;;;;;;;;;;;;;
Sonda de Colombia SA;;;;;;http://www.sonda.com;;;;;;;;;;;;;;;;;;;;;;;;;;;;SAS;;;;;;;;;;;;;;;;;;;;;
Sonda IT;;;;;;http://www.sonda.com/br/;;;;;;;;;;;;;;;;;;;;;;;;;;;;SAS;;;;;;;;;;;;;;;;;;;;;
Sophia Solutions, s.r.o.;;;;;;http://www.sophias.cz;;;;;;;;;;;;;;;;;;;;;;;;;;;;SAS;;;;;;;;;;;;;;;;;;;;;
Sopra Group;;;;;;http://www.sopragroup.com/;;;;;;;;;;;;;;;;;;;;;;;;;;;;SAS;;;;;;;;;;;;;;;;;;;;;
Sopra Group S.p.A.;;;;;;http://www.sopragroup.it;;;;;;;;;;;;;;;;;;;;;;;;;;;;SAS;;;;;;;;;;;;;;;;;;;;;
Sopra Steria Asia Pte Ltd;;;;;;http://www.soprasteria.com;;;;;;;;;;;;;;;;;;;;;;;;;;;;SAS;;;;;;;;;;;;;;;;;;;;;
Sopra Steria España SA;;;;;;http://www.soprasteria.com;;;;;;;;;;;;;;;;;;;;;;;;;;;;SAS;;;;;;;;;;;;;;;;;;;;;
Sopra Steria Ltd;;;;;;https://www.soprasteria.co.uk/en;;;;;;;;;;;;;;;;;;;;;;;;;;;;SAS;;;;;;;;;;;;;;;;;;;;;
SpeedIt Consulting;;;;;;http://speeditconsulting.com;;;;;;;;;;;;;;;;;;;;;;;;;;;;SAS;;;;;;;;;;;;;;;;;;;;;
Spindox SpA;;;;;;https://www.spindox.it ;;;;;;;;;;;;;;;;;;;;;;;;;;;;SAS;;;;;;;;;;;;;;;;;;;;;
spotixx Solutions GmbH (Germany);;;;;;http://www.spotixx.com;;;;;;;;;;;;;;;;;;;;;;;;;;;;SAS;;;;;;;;;;;;;;;;;;;;;
SQream Technologies Ltd;;;;;;mailto:guym@sqream.com;;;;;;;;;;;;;;;;;;;;;;;;;;;;SAS;;;;;;;;;;;;;;;;;;;;;
SQream Technologies Ltd;;;;;;https://sqream.com/;;;;;;;;;;;;;;;;;;;;;;;;;;;;SAS;;;;;;;;;;;;;;;;;;;;;
Stakana Analytics;;;;;;http://www.stakana.com;;;;;;;;;;;;;;;;;;;;;;;;;;;;SAS;;;;;;;;;;;;;;;;;;;;;
Stallum Consultores S.C.;;;;;;http://www.stallum.com;;;;;;;;;;;;;;;;;;;;;;;;;;;;SAS;;;;;;;;;;;;;;;;;;;;;
STANWELL CONSULTING;;;;;;https://www.stanwell.fr/;;;;;;;;;;;;;;;;;;;;;;;;;;;;SAS;;;;;;;;;;;;;;;;;;;;;
Statistika Consultoria em Estátistica, Qualidade e Computação Ltda.;;;;;;http://www.statistika.com.br;;;;;;;;;;;;;;;;;;;;;;;;;;;;SAS;;;;;;;;;;;;;;;;;;;;;
Statistikkonsulterna Jostat & Mr Sample AB;;;;;;mailto:magnus.pettersson@statistikkonsulterna.se;;;;;;;;;;;;;;;;;;;;;;;;;;;;SAS;;;;;;;;;;;;;;;;;;;;;
Statistikkonsulterna Jostat & Mr Sample AB;;;;;;http://www.statistikkonsulterna.se;;;;;;;;;;;;;;;;;;;;;;;;;;;;SAS;;;;;;;;;;;;;;;;;;;;;
STATS Unities;;;;;;http://www.stats.ee;;;;;;;;;;;;;;;;;;;;;;;;;;;;SAS;;;;;;;;;;;;;;;;;;;;;
Stellar Services, Inc.;;;;;;mailto:jhall@stellarservices.com;;;;;;;;;;;;;;;;;;;;;;;;;;;;SAS;;;;;;;;;;;;;;;;;;;;;
Stellar Services, Inc.;;;;;;http://www.stellarservices.com;;;;;;;;;;;;;;;;;;;;;;;;;;;;SAS;;;;;;;;;;;;;;;;;;;;;
Stone Door Group, LLC;;;;;;http://www.stonedoorgroup.com;;;;;;;;;;;;;;;;;;;;;;;;;;;;SAS;;;;;;;;;;;;;;;;;;;;;
Storage Availability Solutions;;;;;;mailto:silvio.ubieda@sasnw.com;;;;;;;;;;;;;;;;;;;;;;;;;;;;SAS;;;;;;;;;;;;;;;;;;;;;
Storage Availability Solutions;;;;;;http://www.sasnw.com;;;;;;;;;;;;;;;;;;;;;;;;;;;;SAS;;;;;;;;;;;;;;;;;;;;;
Storit Distribution FZ Co;;;;;;http://www.storit.co;;;;;;;;;;;;;;;;;;;;;;;;;;;;SAS;;;;;;;;;;;;;;;;;;;;;
Stormlands Data Ltd;;;;;;mailto:michal.bronczyk@stormlands.com;;;;;;;;;;;;;;;;;;;;;;;;;;;;SAS;;;;;;;;;;;;;;;;;;;;;
Stormlands Data Ltd;;;;;;http://www.stormlands.com;;;;;;;;;;;;;;;;;;;;;;;;;;;;SAS;;;;;;;;;;;;;;;;;;;;;
STP Consulting;;;;;;http://STPConsultingServices.com;;;;;;;;;;;;;;;;;;;;;;;;;;;;SAS;;;;;;;;;;;;;;;;;;;;;
Stratacent Inc (Australia);;;;;;https://stratacent.com/;;;;;;;;;;;;;;;;;;;;;;;;;;;;SAS;;;;;;;;;;;;;;;;;;;;;
Strategy B2B;;;;;;http://www.strategyb2b.com;;;;;;;;;;;;;;;;;;;;;;;;;;;;SAS;;;;;;;;;;;;;;;;;;;;;
Strategycorp Inc;;;;;;https://strategycorp.com/;;;;;;;;;;;;;;;;;;;;;;;;;;;;SAS;;;;;;;;;;;;;;;;;;;;;
Stratis Kft.;;;;;;mailto:geropeter71@gmail.com;;;;;;;;;;;;;;;;;;;;;;;;;;;;SAS;;;;;;;;;;;;;;;;;;;;;
Stratis Kft.;;;;;;https://stratis.hu/;;;;;;;;;;;;;;;;;;;;;;;;;;;;SAS;;;;;;;;;;;;;;;;;;;;;
Stream IT Consulting Limited;;;;;;mailto:jittanan.trejitwattanakul@stream.co.th;;;;;;;;;;;;;;;;;;;;;;;;;;;;SAS;;;;;;;;;;;;;;;;;;;;;
Stream IT Consulting Limited;;;;;;http://www.stream.co.th;;;;;;;;;;;;;;;;;;;;;;;;;;;;SAS;;;;;;;;;;;;;;;;;;;;;
Stress Engineering Services, Inc.;;;;;;https://www.stress.com/;;;;;;;;;;;;;;;;;;;;;;;;;;;;SAS;;;;;;;;;;;;;;;;;;;;;
Strong Tower Solutions;;;;;;http://www.strongtower-us.com;;;;;;;;;;;;;;;;;;;;;;;;;;;;SAS;;;;;;;;;;;;;;;;;;;;;
Styrax Consulting AS (Slovakia);;;;;;http://www.styraxconsulting.cz/;;;;;;;;;;;;;;;;;;;;;;;;;;;;SAS;;;;;;;;;;;;;;;;;;;;;
Suma Consultores;;;;;;http://sumaconsultores.com.mx;;;;;;;;;;;;;;;;;;;;;;;;;;;;SAS;;;;;;;;;;;;;;;;;;;;;
Sun Bridge Solutions Inc;;;;;;http://sunbridge-s.jp;;;;;;;;;;;;;;;;;;;;;;;;;;;;SAS;;;;;;;;;;;;;;;;;;;;;
Supply Chain Operations SA;;;;;;http://www.supplychainoperations.ch;;;;;;;;;;;;;;;;;;;;;;;;;;;;SAS;;;;;;;;;;;;;;;;;;;;;
Sutra Management Consultancies;;;;;;https://www.i3cglobal.com/;;;;;;;;;;;;;;;;;;;;;;;;;;;;SAS;;;;;;;;;;;;;;;;;;;;;
Sygain AB;;;;;;mailto:Kruse@sygain.se;;;;;;;;;;;;;;;;;;;;;;;;;;;;SAS;;;;;;;;;;;;;;;;;;;;;
Sygnity S.A.;;;;;;http://www.sygnity.pl;;;;;;;;;;;;;;;;;;;;;;;;;;;;SAS;;;;;;;;;;;;;;;;;;;;;
SYN2TE;;;;;;http://www.msc.wien;;;;;;;;;;;;;;;;;;;;;;;;;;;;SAS;;;;;;;;;;;;;;;;;;;;;
Synaptein Solutions Inc;;;;;;http://www.synapteinsolutions.com;;;;;;;;;;;;;;;;;;;;;;;;;;;;SAS;;;;;;;;;;;;;;;;;;;;;
Syncwork AG;;;;;;http://www.syncwork.de;;;;;;;;;;;;;;;;;;;;;;;;;;;;SAS;;;;;;;;;;;;;;;;;;;;;
SYNK Consulting Australia Pty Ltd;;;;;;http://synk.consulting;;;;;;;;;;;;;;;;;;;;;;;;;;;;SAS;;;;;;;;;;;;;;;;;;;;;
Synpulse Singapore Pte Ltd;;;;;;https://www.synpulse.com;;;;;;;;;;;;;;;;;;;;;;;;;;;;SAS;;;;;;;;;;;;;;;;;;;;;
Synteg Srl;;;;;;https://www.linkedin.com/company/synteg-srl/;;;;;;;;;;;;;;;;;;;;;;;;;;;;SAS;;;;;;;;;;;;;;;;;;;;;
SYSDE Internacional Inc;;;;;;http://www.sysde.com;;;;;;;;;;;;;;;;;;;;;;;;;;;;SAS;;;;;;;;;;;;;;;;;;;;;
SYSTEM EVOLUTION S.r.l.;;;;;;http://www.systemevolution.it;;;;;;;;;;;;;;;;;;;;;;;;;;;;SAS;;;;;;;;;;;;;;;;;;;;;
Systematika Information Systems GmbH;;;;;;http://www.systematika.com;;;;;;;;;;;;;;;;;;;;;;;;;;;;SAS;;;;;;;;;;;;;;;;;;;;;
Systems Seminar Consultants;;;;;;http://www.sys-seminar.com;;;;;;;;;;;;;;;;;;;;;;;;;;;;SAS;;;;;;;;;;;;;;;;;;;;;
Systex Software & Service Corp;;;;;;mailto:jofang@systexsoftware.com.tw;;;;;;;;;;;;;;;;;;;;;;;;;;;;SAS;;;;;;;;;;;;;;;;;;;;;
Systex Software & Service Corp;;;;;;https://www.systex.com;;;;;;;;;;;;;;;;;;;;;;;;;;;;SAS;;;;;;;;;;;;;;;;;;;;;
Sysware Consulting Group Ltd;;;;;;http://www.syswaregroup.com;;;;;;;;;;;;;;;;;;;;;;;;;;;;SAS;;;;;;;;;;;;;;;;;;;;;
T-Systems International GmbH;;;;;;http://www.t-systems.com;;;;;;;;;;;;;;;;;;;;;;;;;;;;SAS;;;;;;;;;;;;;;;;;;;;;
T-Systems Magyarország Zrt;;;;;;http://www.iqsys.hu;;;;;;;;;;;;;;;;;;;;;;;;;;;;SAS;;;;;;;;;;;;;;;;;;;;;
t14 Consulting, LLC;;;;;;http://www.t14-consulting.com;;;;;;;;;;;;;;;;;;;;;;;;;;;;SAS;;;;;;;;;;;;;;;;;;;;;
T2 SRL;;;;;;https://tpatrat.eu/;;;;;;;;;;;;;;;;;;;;;;;;;;;;SAS;;;;;;;;;;;;;;;;;;;;;
T7c Consulting & Trading;;;;;;https://t7c.co.za/;;;;;;;;;;;;;;;;;;;;;;;;;;;;SAS;;;;;;;;;;;;;;;;;;;;;
Tactix Government Consulting Inc;;;;;;http://tactix.ca/;;;;;;;;;;;;;;;;;;;;;;;;;;;;SAS;;;;;;;;;;;;;;;;;;;;;
Takumi Information Technology Co Ltd;;;;;;http://www.takumi-it.co.jp;;;;;;;;;;;;;;;;;;;;;;;;;;;;SAS;;;;;;;;;;;;;;;;;;;;;
Talan Solutions;;;;;;http://exl-group.com;;;;;;;;;;;;;;;;;;;;;;;;;;;;SAS;;;;;;;;;;;;;;;;;;;;;
Talmer OOO;;;;;;https://www.talmer.ru/;;;;;;;;;;;;;;;;;;;;;;;;;;;;SAS;;;;;;;;;;;;;;;;;;;;;
targens GmbH (Cellent Finance Solutions AG);;;;;;http://www.cellent.de;;;;;;;;;;;;;;;;;;;;;;;;;;;;SAS;;;;;;;;;;;;;;;;;;;;;
TARGET REPLY S.R.L.;;;;;;http://www.reply.eu/it;;;;;;;;;;;;;;;;;;;;;;;;;;;;SAS;;;;;;;;;;;;;;;;;;;;;
Tartan Solutions;;;;;;http://www.tartansolutions.com;;;;;;;;;;;;;;;;;;;;;;;;;;;;SAS;;;;;;;;;;;;;;;;;;;;;
